bs_rep	Class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
488	Neutre	284598	85492	49848	36114	28506	23220	19170	16146	13533	11406	10075	8301	7271	5911	5256	4483	4125	3672	3488
488	SW	363121	107722	61962	44692	34941	28843	23402	19185	16539	14621	11961	9987	8374	7315	6363	5423	4909	4415	4161
488	WS	257372	80160	46847	34158	27395	21806	17981	15069	13111	11284	9417	7887	6810	5837	5127	4535	3888	3706	3611
489	Neutre	284414	85852	49608	36071	28560	23243	19328	16151	13284	11455	10267	8139	7307	6066	5256	4496	4142	3711	3631
489	SW	362374	107447	61960	45005	34794	28721	23483	19659	16452	14322	12120	10045	8816	7145	6229	5452	4851	4271	4190
489	WS	257148	80276	46816	34212	27271	22013	17923	15356	12967	11355	9499	8006	6863	5881	5108	4582	3784	3566	3581
490	Neutre	283818	85901	49704	36444	28578	23178	18878	16229	13258	11439	10190	8369	7390	5952	5183	4588	4022	3769	3669
490	SW	363052	107505	61792	44724	34907	28552	23408	19272	16460	14389	12095	9808	8735	7274	6278	5407	4899	4311	4188
490	WS	257444	80344	46802	34360	27260	22108	17956	15138	12921	11415	9626	7831	6944	5736	5014	4660	3949	3633	3621
491	Neutre	284011	86024	49668	36246	28849	23349	19080	16015	13391	11349	10217	8422	7189	5960	5293	4528	4108	3685	3649
491	SW	362881	107463	62223	44851	35074	28817	23503	19255	16358	14629	12024	9953	8583	7191	6367	5463	4876	4424	4279
491	WS	257258	79360	46652	33930	27412	22004	17857	15254	13080	11247	9590	7782	6958	5904	5118	4643	3842	3620	3685
492	Neutre	283852	85556	49602	36150	28667	23348	19232	15987	13346	11417	10106	8503	7227	6024	5253	4457	4146	3655	3629
492	SW	362751	107668	62165	44746	35039	28575	23161	19462	16435	14603	12046	9960	8545	7262	6310	5422	4928	4443	4249
492	WS	257629	80360	46244	34094	27483	21931	17977	14979	12633	11436	9644	8040	6935	5961	5148	4562	3922	3733	3596
493	Neutre	284546	85765	49583	35954	28533	23298	19191	16207	13209	11586	10131	8396	7355	6010	5216	4513	4088	3729	3579
493	SW	362457	107827	62183	44439	34846	28806	23195	19533	16267	14366	12073	10092	8716	7095	6306	5334	4851	4322	4133
493	WS	257622	80222	46690	33732	27485	21893	18025	15260	12969	11380	9638	8031	6979	6021	5146	4566	3876	3620	3640
494	Neutre	285465	85515	49607	36127	28518	23266	19296	15963	13483	11360	10151	8426	7149	5953	5196	4491	4089	3660	3501
494	SW	363168	107490	61953	44950	34638	28424	23368	19497	16301	14325	12009	9887	8820	7307	6304	5478	4861	4266	4228
494	WS	257549	79843	46858	33802	27049	22318	17843	15280	13054	11308	9458	7974	6884	5798	5065	4655	3906	3567	3668
495	Neutre	285240	85761	49313	36184	28610	23453	19309	15944	13238	11494	10114	8284	7299	5923	5121	4431	4036	3630	3696
495	SW	362782	107475	61598	45008	34873	28409	23243	19278	16361	14438	12024	9940	8758	7245	6295	5435	4764	4399	4227
495	WS	258470	80079	46692	33985	27225	21959	18037	14925	12856	11069	9634	7997	6828	5934	5095	4526	3936	3618	3723
496	Neutre	284138	85519	49652	36209	28392	23390	19376	16037	13457	11508	9983	8235	7225	5854	5400	4624	4153	3771	3653
496	SW	362534	107792	61529	44806	35078	28385	23359	19301	16469	14530	12067	9897	8607	7085	6157	5468	4898	4392	4324
496	WS	258659	80307	46549	34114	27197	22042	17874	15250	12888	11382	9560	8067	6925	5799	4997	4523	3854	3730	3608
497	Neutre	283573	86020	49612	36017	28429	23079	19215	16018	13413	11321	10136	8227	7075	5999	5282	4475	3971	3645	3538
497	SW	364197	107266	61998	44562	35113	28642	23564	19483	16645	14321	12093	9807	8526	7280	6363	5521	4928	4391	4152
497	WS	257169	80209	46915	34233	27243	21900	18051	15246	12970	11395	9670	7866	7008	6005	4972	4516	3922	3534	3581
498	Neutre	284833	85777	49614	35874	28503	23084	19252	15920	13420	11501	10248	8332	7254	5903	5234	4558	4193	3772	3673
498	SW	362744	107269	61842	44932	34737	28466	23408	19499	16924	14407	11926	9814	8666	7056	6319	5493	4885	4333	4226
498	WS	258170	80047	46585	33985	26982	21820	17923	15069	13013	11305	9621	8078	6895	5843	5276	4579	3847	3693	3645
499	Neutre	284560	85378	49402	35910	28725	23281	19007	16058	13299	11469	10013	8323	7355	5893	5269	4529	4176	3591	3702
499	SW	363149	107547	61738	45247	34677	28365	23321	19652	16486	14599	11996	9895	8612	7124	6294	5482	4881	4392	4304
499	WS	257966	80121	47030	34195	27180	21933	17865	15141	12892	11284	9455	7842	6963	5868	5141	4715	3811	3629	3662
500	Neutre	284583	85695	49492	36130	28483	23294	19230	15992	13308	11458	10106	8295	7139	6028	5230	4496	4187	3691	3666
500	SW	362073	107507	62017	44707	34661	28610	23502	19552	16491	14498	12063	9762	8571	7144	6347	5489	4772	4521	4175
500	WS	257992	80317	46773	34174	27141	22002	17866	15173	13067	11398	9517	7921	6950	5884	5115	4551	4029	3733	3661
501	Neutre	283881	85200	49697	36100	28693	23402	19512	16258	13532	11597	9968	8538	7150	6015	5233	4470	4056	3657	3724
501	SW	363843	107415	61956	45101	34642	28552	23384	19415	16854	14514	12074	9762	8659	7207	6199	5433	4918	4397	4296
501	WS	256777	79950	46894	33989	27183	21938	18003	15077	12899	11274	9578	7943	6934	5752	5171	4549	3946	3638	3631
502	Neutre	284845	85786	49717	36038	28641	23452	19350	15901	13475	11476	10010	8408	7072	5994	5318	4538	4084	3643	3700
502	SW	362743	107709	61900	44603	34774	28732	23382	19441	16356	14726	12044	9749	8456	7202	6151	5405	4876	4473	4314
502	WS	257260	80132	46867	34180	27116	22043	17946	14987	12960	11287	9594	7997	6873	5939	5057	4541	3952	3640	3696
503	Neutre	283943	85860	49586	36276	28705	23151	19291	15973	13437	11643	10074	8411	7326	5980	5240	4638	4153	3716	3607
503	SW	362778	107618	61694	44666	34900	28606	23217	19531	16587	14412	11865	9937	8635	6932	6373	5432	4866	4309	4278
503	WS	257683	80709	46424	34302	27102	22008	17995	15278	12795	11258	9585	7926	6885	5947	5047	4648	3884	3673	3550
504	Neutre	283821	86141	49289	36037	28664	23286	19254	16216	13326	11593	10026	8336	7174	6053	5149	4602	4140	3693	3659
504	SW	363316	107569	62505	44818	34552	28590	23255	19589	16351	14325	11973	9874	8500	7082	6404	5435	4953	4343	4236
504	WS	257988	80018	46718	34088	26964	22157	17671	14938	13003	11134	9595	8032	6933	5821	5124	4614	3804	3784	3665
505	Neutre	283500	85302	49568	36095	28695	23530	19142	15967	13484	11500	10184	8292	7303	5899	5250	4489	4218	3675	3651
505	SW	363427	107445	62001	45056	34880	28536	23238	19478	16540	14631	12045	10082	8482	7329	6333	5452	4920	4401	4304
505	WS	257996	79938	46283	34190	27381	21709	18015	15195	12893	11207	9508	7877	6964	6165	5038	4669	4029	3567	3544
506	Neutre	284042	86124	49259	36375	28793	23356	19367	15832	13358	11574	9932	8198	7184	5975	5181	4497	4122	3606	3696
506	SW	362417	107955	62623	44585	34901	28573	23578	19377	16476	14465	11981	9811	8491	7223	6216	5518	4877	4302	4156
506	WS	257530	80166	46756	33838	27657	22022	18190	14998	12913	11063	9632	7927	6856	5893	5110	4655	3768	3582	3595
507	Neutre	284774	85774	49467	36516	28460	23344	18797	15925	13458	11401	10206	8303	7406	5990	5249	4438	4183	3792	3497
507	SW	362097	107380	61680	44928	34599	28486	23308	19380	16353	14639	12273	10040	8508	7083	6275	5457	4894	4304	4230
507	WS	258485	80239	46613	34336	27351	21911	17968	15080	13069	11290	9536	8104	6908	5864	5041	4488	3939	3623	3628
508	Neutre	284041	85548	49799	36364	28698	23461	19318	15948	13410	11457	9884	8432	7306	6036	5256	4515	4088	3678	3638
508	SW	364196	107481	61767	44259	34922	28505	23009	19415	16631	14524	12152	9834	8599	7172	6227	5439	4857	4317	4315
508	WS	257305	80275	46559	33902	26972	21989	17889	15017	12955	11395	9587	8054	6922	5841	5127	4777	3969	3544	3653
509	Neutre	285157	85946	49588	36092	28618	23000	19105	15936	13566	11551	10274	8349	7101	5980	5275	4362	3985	3597	3707
509	SW	362721	107654	61859	44829	34789	28454	23650	19384	16497	14499	11918	9951	8459	7191	6346	5443	4909	4258	4282
509	WS	257641	80114	46513	34240	27204	22068	17897	15048	13116	11190	9494	7906	6893	5866	5234	4647	3946	3623	3597
510	Neutre	283935	85489	49475	36099	29053	23259	18988	16235	13651	11562	10199	8236	7345	5958	5227	4555	4282	3720	3604
510	SW	362736	107758	62083	44518	35071	28537	23470	19760	16560	14638	11984	9888	8632	7106	6163	5497	4850	4271	4187
510	WS	257229	79896	46560	34297	27392	22073	18016	15184	12804	11278	9526	7929	7007	5877	5030	4732	3819	3553	3623
511	Neutre	283445	85956	49353	36208	28822	23302	18979	15961	13432	11551	10126	8396	7235	5992	5112	4480	4186	3665	3732
511	SW	362733	107736	61604	44904	34804	28377	23520	19453	16505	14444	11987	10033	8748	7070	6249	5473	4936	4332	4194
511	WS	257291	80777	46824	34142	27265	22011	17978	15044	13163	11319	9524	7918	6936	5912	5135	4591	3985	3648	3728
512	Neutre	283514	86061	49377	36371	28243	23092	19198	15945	13407	11442	10094	8365	7196	6090	5159	4495	4029	3603	3595
512	SW	362635	107420	62266	44896	34904	28573	23357	19369	16560	14468	12072	9749	8541	7251	6339	5493	4971	4401	4306
512	WS	258470	80551	46706	33825	27204	22022	18147	15246	12980	11267	9613	7785	6905	5900	4907	4638	3887	3706	3653
513	Neutre	285299	85392	49531	36172	28908	23211	19096	16322	13459	11499	10230	8419	7395	5844	5157	4519	4130	3643	3571
513	SW	362355	107529	61618	44741	34871	28726	23603	19422	16385	14303	12128	10112	8575	7180	6202	5385	4975	4339	4199
513	WS	257220	80141	46660	34118	27075	22020	18063	15259	13221	11226	9458	8008	6811	5917	5142	4602	3891	3758	3698
514	Neutre	284080	85727	49688	36168	28376	23413	19019	15943	13465	11678	10116	8364	7168	5917	5314	4562	4066	3707	3541
514	SW	362941	107319	61999	45174	35023	28894	23411	19643	16414	14620	12102	9796	8634	7123	6201	5526	4844	4475	4303
514	WS	257695	79796	46487	33938	27317	21816	17817	15106	12953	11447	9445	8058	7044	5917	5187	4582	3969	3627	3521
515	Neutre	284688	85585	49639	36080	28518	23546	19101	16121	13475	11604	10131	8183	7143	6020	5215	4455	4123	3682	3510
515	SW	362617	107395	61779	44863	35084	28486	23350	19210	16410	14454	12068	9974	8614	7245	6186	5437	4920	4416	4279
515	WS	257624	79858	46659	34449	27417	22030	18008	15080	13047	11191	9608	7820	6964	5902	5201	4600	3909	3622	3694
516	Neutre	284283	84917	49689	36692	28862	23534	18984	16209	13303	11735	10238	8241	7409	5809	5161	4511	3953	3721	3650
516	SW	363898	107511	61781	45021	34965	28466	23173	19204	16359	14518	12018	9782	8756	7033	6337	5368	4866	4299	4162
516	WS	257377	79955	46602	34111	27409	21685	18078	15170	13226	11175	9573	8161	6834	5972	4985	4617	4022	3534	3603
517	Neutre	284934	86133	49505	36179	28743	23212	18892	15983	13315	11655	10043	8421	7366	6109	5282	4551	4067	3763	3577
517	SW	363680	107642	61176	44708	35155	28533	23351	19602	16430	14553	11907	9801	8643	7227	6304	5269	4821	4169	4207
517	WS	257171	80129	46864	33957	27251	21864	18034	15174	12890	11130	9577	7939	6882	5837	5084	4485	3816	3645	3594
518	Neutre	283470	85541	50173	36150	28759	23415	19241	16231	13486	11634	10070	8266	7463	6027	5263	4349	4073	3633	3634
518	SW	362410	107167	62253	44642	34995	28527	23173	19404	16570	14488	11774	9864	8671	7120	6378	5369	5000	4414	4183
518	WS	258392	79855	46669	34499	27368	21825	18140	15095	12957	11211	9518	7968	6926	5786	5182	4570	3971	3668	3608
519	Neutre	283963	86118	49673	36134	28468	23502	19340	16176	13513	11370	10085	8285	7394	5994	5347	4517	4029	3428	3554
519	SW	363180	108193	61827	44920	35047	28448	23419	19379	16151	14446	12011	9889	8644	7048	6287	5437	4753	4479	4279
519	WS	256949	80243	46626	34030	27384	22159	18040	15008	12685	11217	9428	7968	6846	5958	5160	4487	3901	3679	3694
520	Neutre	283744	85911	49693	36320	28398	23353	19117	16195	13499	11347	10136	8234	7282	5976	5230	4512	3992	3606	3565
520	SW	363201	107650	62034	45054	34965	28441	23318	19475	16425	14471	11954	9923	8604	7193	6323	5453	4910	4343	4191
520	WS	257595	80374	46510	34121	27381	21788	18064	15152	13101	11135	9475	7959	6776	5931	5195	4627	3846	3652	3619
521	Neutre	284178	85853	49683	36106	28706	23388	19201	16164	13337	11301	10165	8205	7245	5841	5230	4515	4096	3792	3705
521	SW	363100	107161	62119	44924	34913	28438	23155	19323	16402	14539	11909	9786	8584	7205	6299	5370	4931	4438	4324
521	WS	257240	80280	46755	33951	27333	22234	18218	15140	13146	11198	9662	7929	6946	5819	5138	4507	3964	3630	3676
522	Neutre	284788	85578	49806	36254	28532	23234	19002	15859	13485	11550	10101	8399	7212	5826	5255	4505	4057	3648	3527
522	SW	362691	107548	62024	44723	35153	28529	23486	19526	16344	14408	11823	9872	8623	7098	6344	5332	4872	4276	4257
522	WS	257646	80245	47145	34396	27477	21967	17872	14752	12991	11064	9441	7916	7007	5969	5198	4572	3955	3637	3665
523	Neutre	284134	86115	49502	36198	28764	23252	19135	16152	13586	11659	9993	8481	7258	5993	5266	4561	4067	3657	3574
523	SW	361879	108078	62166	44722	35206	28693	23457	19351	16371	14348	12137	9974	8724	7088	6292	5321	4846	4281	4383
523	WS	256834	80200	47100	34255	27095	21934	18033	15213	13007	11195	9433	7905	6889	5809	5171	4607	3888	3616	3679
524	Neutre	283720	85820	49626	36406	28472	23369	19092	16179	13300	11467	10204	8360	7117	5984	5245	4452	4116	3669	3656
524	SW	361570	107524	61791	44925	35059	28595	23129	19427	16595	14596	12208	9776	8493	7280	6466	5379	4918	4396	4222
524	WS	257885	80743	47109	34122	27311	22070	17917	15122	13063	11261	9517	8043	6976	5848	5060	4605	3915	3599	3621
525	Neutre	283886	85572	49514	36196	28790	23307	19181	16135	13645	11503	9996	8481	7284	5855	5178	4520	4161	3686	3626
525	SW	362611	107671	61738	44696	34849	28659	23474	19622	16492	14351	11977	10058	8598	7221	6225	5370	4840	4363	4259
525	WS	257820	80639	46378	33936	27036	21992	18229	15305	12954	11271	9573	8040	7010	5971	4969	4506	3856	3698	3642
526	Neutre	285439	85831	49759	36105	28561	23234	18993	16078	13283	11622	9978	8361	7303	6011	5233	4483	4051	3671	3585
526	SW	362167	107664	61850	44843	35229	28285	23376	19219	16592	14639	11955	10025	8415	7296	6329	5391	4853	4355	4142
526	WS	257550	80537	47173	34030	27310	21686	18018	14924	12779	11266	9246	7910	6970	5844	5042	4593	3799	3714	3668
527	Neutre	285345	85831	49573	36141	28532	23461	19098	15870	13349	11523	10064	8164	7190	5844	5296	4376	4014	3669	3570
527	SW	363404	107436	61942	44908	34907	28548	23438	19417	16627	14649	11971	9847	8420	7321	6278	5371	4952	4166	4254
527	WS	257785	79811	46806	34019	27486	21575	17797	15363	12877	11199	9564	7863	6870	5950	5206	4627	3853	3626	3560
528	Neutre	284413	85286	49757	36260	28549	23319	19185	15930	13594	11441	10132	8303	7324	5938	5236	4581	4143	3746	3545
528	SW	362731	107479	61766	44651	34870	28744	23432	19354	16581	14525	12139	10094	8519	7235	6343	5431	4916	4265	4178
528	WS	257869	79934	46770	34395	27175	21837	17913	14966	12978	11234	9511	8041	7004	5820	5170	4555	3879	3705	3635
529	Neutre	284296	85487	49925	36301	28807	23431	19012	16091	13411	11355	9997	8333	7271	6011	5231	4454	4031	3743	3621
529	SW	362151	107616	61667	44800	35199	28784	23381	19544	16402	14567	11818	9997	8390	7258	6219	5457	4861	4322	4202
529	WS	258066	80176	46648	34354	27307	21767	17936	15123	12887	11189	9715	8053	6835	5900	5257	4648	3971	3603	3659
530	Neutre	284131	85541	49439	36380	28477	23227	19105	16059	13357	11509	9990	8160	7195	5882	5253	4401	4149	3571	3570
530	SW	364196	107926	61628	44868	34841	28902	23126	19533	16466	14501	12058	9864	8587	7262	6282	5454	4946	4208	4245
530	WS	257485	79811	46970	33835	27250	22313	18028	14857	12973	11471	9623	7924	6788	5770	5249	4616	3965	3558	3597
531	Neutre	283677	85741	49593	36247	28380	23364	19020	16244	13432	11475	10110	8452	7341	5857	5179	4598	4092	3660	3619
531	SW	363244	107418	61495	44863	34864	28711	23591	19630	16630	14385	12153	10039	8456	7051	6201	5379	5005	4322	4280
531	WS	257842	80454	46219	34157	27505	22139	17960	15003	13050	11255	9573	7832	7025	5910	5093	4702	3849	3566	3690
532	Neutre	284019	85816	49798	36186	29003	23469	19033	15977	13298	11473	10018	8203	7418	6008	5126	4586	3871	3624	3588
532	SW	363437	107487	62160	44682	35001	28531	23033	19271	16746	14363	11788	9774	8595	6981	6321	5493	4964	4265	4207
532	WS	257710	80287	46893	34106	27128	22081	18088	15215	13199	11272	9426	7901	7013	5813	5001	4547	3838	3610	3712
533	Neutre	284695	85408	49549	36224	28490	23565	19159	16276	13620	11429	10089	8244	7113	5868	5170	4409	4158	3654	3633
533	SW	362818	107367	61360	44653	35295	28769	23259	19619	16601	14470	12052	9845	8523	7116	6304	5493	4918	4365	4230
533	WS	257882	79683	46970	34159	27307	22010	18117	15271	13002	11402	9573	7971	6659	5771	5093	4563	3934	3680	3622
534	Neutre	285373	85690	49648	35986	28662	23102	19142	16024	13311	11539	10035	8463	7178	5949	5255	4603	4099	3611	3704
534	SW	362915	107687	61696	44489	34904	28659	23601	19556	16544	14368	12012	9964	8634	7102	6356	5396	4978	4385	4121
534	WS	257900	80000	46394	34235	27360	22031	17937	14884	12991	11068	9427	7971	6877	5854	5051	4549	3881	3629	3643
535	Neutre	285029	85526	49641	36112	28483	23404	19213	16128	13384	11544	10134	8214	7255	5890	5250	4578	4093	3611	3585
535	SW	362797	107060	62035	44952	35070	28633	23523	19370	16641	14569	11939	9905	8681	7218	6361	5374	4859	4487	4387
535	WS	256712	80383	46683	34074	27048	21973	17810	14968	12915	11419	9515	7960	6932	5946	5188	4542	3955	3655	3605
536	Neutre	283657	85804	49605	36690	28627	23395	19281	15984	13469	11397	9990	8051	7210	5998	5222	4515	4026	3675	3541
536	SW	362108	107366	61993	44909	34805	28773	23341	19303	16615	14548	11950	9759	8564	7191	6318	5419	4699	4210	4297
536	WS	257929	80221	47100	33926	27342	21748	18156	15420	13189	11536	9726	7984	6950	5962	5044	4499	3858	3760	3647
537	Neutre	284682	85281	49328	36040	28267	23428	19243	16042	13529	11431	10154	8219	7224	5943	5351	4466	4053	3674	3653
537	SW	363163	107746	62228	44532	35173	28810	23388	19425	16605	14323	11797	9867	8641	7116	6206	5456	4879	4396	4243
537	WS	257254	80301	46970	34310	27051	22054	18086	15233	13005	11294	9503	7998	6980	5886	5207	4522	3823	3613	3561
538	Neutre	283994	85542	49601	36192	28299	23462	19023	15994	13390	11561	10180	8454	7248	5727	5207	4553	3947	3709	3662
538	SW	363910	107520	61666	44518	35011	28546	23171	19735	16495	14425	12073	10100	8619	7168	6410	5349	5003	4378	4147
538	WS	257978	80411	46538	33675	27359	22194	17798	15104	13032	11277	9521	7901	6831	6002	5077	4645	3895	3709	3638
539	Neutre	284661	85482	49328	36106	28422	23136	19263	16223	13602	11620	10229	8315	7156	5947	5287	4473	4030	3710	3591
539	SW	362936	107930	61688	45001	34684	28524	23308	19442	16595	14633	11869	9710	8704	7191	6188	5374	4954	4311	4186
539	WS	258009	80343	46621	33958	27394	21755	17760	15262	12859	11181	9391	8088	6901	5986	5246	4556	3938	3706	3637
540	Neutre	284277	85714	49687	36111	28279	23257	19326	16015	13543	11611	10162	8266	7164	5967	5234	4386	4043	3669	3576
540	SW	362770	107218	62144	44904	34993	28371	23539	19511	16121	14807	11872	9814	8500	7274	6388	5501	4955	4375	4231
540	WS	257615	80648	46554	34111	27185	21798	18065	15073	13030	11368	9504	8045	6850	6012	5108	4629	3942	3615	3633
541	Neutre	284561	85494	49803	36301	28570	23533	19235	16096	13746	11411	10007	8317	7332	5981	5340	4422	4151	3704	3571
541	SW	363272	108158	62161	44393	35021	28737	23238	19383	16283	14323	12059	9808	8529	7092	6379	5415	4808	4395	4210
541	WS	257224	79688	46741	33985	27144	21896	18049	14998	13110	11149	9509	7821	6861	5838	5143	4625	3958	3670	3715
542	Neutre	283743	85683	49867	36204	28573	23141	19110	16096	13646	11512	10034	8195	7282	5921	5339	4452	4097	3720	3544
542	SW	363469	107295	62106	44688	35166	28823	23332	19725	16576	14314	11982	9868	8647	7208	6327	5379	4857	4442	4243
542	WS	257628	80626	46844	33355	27226	21942	18032	14977	12909	11254	9402	7984	6910	5948	5063	4617	3909	3623	3702
543	Neutre	283986	85988	49759	36472	28651	23345	19252	16177	13519	11533	10009	8328	7208	5835	5235	4486	4079	3707	3746
543	SW	363391	107592	61758	44931	34771	28507	23274	19349	16665	14477	11916	9881	8396	7262	6334	5348	4783	4372	4300
543	WS	257738	80024	46531	34107	27150	21899	17905	15099	13058	11155	9553	7931	6875	5744	5122	4492	3879	3639	3666
544	Neutre	284116	85909	49437	36177	28639	23334	19142	16148	13507	11558	10164	8237	7243	5933	5149	4546	4148	3735	3579
544	SW	362644	107929	61813	45005	34713	28509	23072	19312	16363	14319	12067	9890	8584	7126	6405	5533	4990	4411	4274
544	WS	258260	80154	46433	33754	27453	22153	17990	15071	13156	11275	9455	7871	6793	5903	5067	4503	3881	3669	3713
545	Neutre	285073	85324	49680	36177	28693	23546	19116	16012	13451	11382	9962	8176	7263	5831	5252	4535	4013	3693	3682
545	SW	363391	107584	61802	44475	35366	28313	23413	19146	16614	14469	12050	9888	8567	7120	6338	5488	4867	4378	4205
545	WS	257571	80255	46539	34087	27448	21983	18061	15121	12960	11171	9464	8033	7020	5902	5170	4497	3800	3692	3621
546	Neutre	284695	85405	49654	36521	28609	23290	19266	16064	13564	11392	10194	8350	7152	5865	5215	4551	4123	3601	3628
546	SW	363485	107078	61944	44812	35164	28226	23337	19330	16551	14453	12039	9740	8606	7200	6130	5478	4887	4288	4217
546	WS	257756	80214	46310	34034	27502	21891	18137	14977	12973	11288	9458	7858	6899	6059	5060	4491	4076	3688	3694
547	Neutre	283389	85915	49853	36546	28589	23326	19140	16116	13366	11537	10125	8206	7277	5969	5247	4474	4135	3751	3656
547	SW	363103	107457	61732	44433	34748	28840	23588	19535	16468	14376	11967	9951	8571	7092	6294	5404	4910	4370	4182
547	WS	257476	80656	46862	34180	27154	21969	18146	14995	13108	11266	9636	7867	6876	5854	5119	4575	3788	3663	3672
548	Neutre	283397	86038	49196	36376	28553	23317	19499	16120	13612	11516	10158	8415	7340	6004	5217	4511	3991	3681	3628
548	SW	362529	107680	61707	44843	35130	28558	23331	19727	16601	14398	11954	9770	8657	7247	6196	5496	4860	4444	4193
548	WS	257542	80237	47179	34057	26961	21800	17971	15342	13096	11176	9609	8021	6934	5803	5165	4571	3872	3610	3709
549	Neutre	284348	85496	49627	36284	28539	23169	19147	15849	13541	11551	10126	8481	7280	5924	5195	4515	4001	3616	3636
549	SW	363259	107261	61437	44793	35389	28721	23078	19307	16559	14717	12091	9784	8821	7158	6296	5596	4847	4301	4264
549	WS	258195	79768	46815	34137	27477	21913	17978	14953	13036	11202	9563	7891	6805	5746	5101	4646	3864	3702	3601
550	Neutre	284615	85618	50115	35939	28715	23303	19246	16023	13340	11637	10135	8434	7363	5886	5265	4623	4112	3739	3561
550	SW	362219	107313	61532	44650	34837	28642	23242	19561	16549	14542	11814	9828	8551	7098	6236	5288	4826	4395	4214
550	WS	258333	80192	46934	33949	27081	21790	18153	15067	13197	11312	9465	7814	7085	6013	5267	4680	3826	3606	3621
551	Neutre	284506	85491	49646	35831	28739	23177	19017	15990	13520	11559	10043	8200	7294	6135	5200	4592	4147	3709	3598
551	SW	364131	107614	61622	44925	35129	28704	23177	19249	16584	14390	12061	9833	8496	7245	6287	5405	4791	4387	4322
551	WS	257264	80325	46832	34089	26972	21879	17841	15202	13052	11255	9505	7875	6951	5851	5075	4559	3965	3583	3565
552	Neutre	284669	85385	49837	36178	28595	23336	19097	16027	13262	11527	9938	8154	7173	5793	5285	4497	4120	3612	3558
552	SW	362839	107153	62183	44681	35091	28550	23273	19542	16698	14582	11897	9865	8441	7302	6394	5425	4805	4482	4137
552	WS	257842	80155	46724	34036	27292	22164	17817	15179	12993	11209	9610	7866	6878	5929	5176	4667	4087	3786	3695
553	Neutre	284477	86140	49995	36022	28375	23277	19402	16204	13472	11531	9840	8423	7232	5878	5263	4563	4034	3675	3665
553	SW	363540	107366	61766	44783	34774	28852	23302	19382	16546	14296	11968	9910	8457	7303	6358	5363	4824	4410	4285
553	WS	257160	80076	46974	33983	27092	21756	18020	15132	13062	11223	9740	8061	6951	5783	5021	4523	3789	3644	3618
554	Neutre	284315	85308	49824	36820	28566	23202	19234	16087	13753	11533	9961	8294	7356	5859	5208	4433	4030	3730	3598
554	SW	362377	107358	62275	44748	34608	29067	23330	19385	16536	14382	12130	9931	8678	7225	6306	5452	4737	4289	4245
554	WS	258276	79729	46357	34398	27307	21830	18027	15030	13056	11352	9636	7841	6778	5850	5193	4637	3912	3550	3636
555	Neutre	283930	85827	49757	35783	29003	23314	19173	15852	13427	11420	10123	8269	7283	5927	5197	4556	4156	3683	3526
555	SW	363734	107222	61703	45143	35049	28522	23461	19497	16483	14563	12147	9989	8328	7132	6304	5440	4850	4363	4225
555	WS	257591	80008	46724	34117	27850	21923	17929	15056	12981	11078	9444	7997	6929	5809	5030	4455	4048	3564	3656
556	Neutre	284676	85809	49358	36161	28867	23320	19212	15997	13572	11572	10119	8470	7183	5983	5351	4565	3907	3661	3634
556	SW	362738	107427	61855	44754	34872	28627	23380	19193	16590	14516	12074	9809	8665	7133	6308	5421	4955	4385	4170
556	WS	258227	79699	46567	34112	27433	21998	17741	14796	12906	11233	9515	8004	6935	5853	5196	4572	3973	3649	3655
557	Neutre	284278	85678	49707	36259	28618	23057	18840	16221	13425	11585	10211	8406	7136	5967	5126	4609	4129	3707	3664
557	SW	363622	107078	62001	44914	34874	28528	23383	19416	16782	14585	11989	9797	8591	7170	6330	5415	4841	4271	4147
557	WS	258060	79839	46563	33997	27022	21622	18011	15160	13149	11369	9666	7965	6864	5911	5171	4505	3952	3641	3606
558	Neutre	285473	85829	49302	36176	28773	23120	19250	16045	13437	11464	10175	8214	7351	5919	5356	4467	4048	3744	3743
558	SW	362297	107580	61806	44603	35271	28434	23172	19471	16656	14353	11992	9783	8812	7109	6242	5491	4887	4272	4239
558	WS	256931	80180	47238	34023	27084	22194	17912	14991	12976	11317	9486	7852	7029	5824	5139	4644	3833	3656	3677
559	Neutre	284717	85811	49167	36336	28532	23320	19373	16088	13508	11342	10200	8280	7358	5876	5250	4582	4087	3655	3633
559	SW	361642	107666	61696	44844	34687	28692	23230	19570	16535	14696	12213	9759	8678	7221	6301	5536	5022	4328	4126
559	WS	257691	80189	46697	33969	27540	21938	18081	15028	12746	11350	9804	8063	6953	5839	5189	4646	3956	3618	3593
560	Neutre	284405	85612	49293	36284	28773	23185	19163	16070	13386	11626	10139	8383	7296	5899	5221	4447	4091	3688	3672
560	SW	363024	107161	61616	45132	34809	28618	23289	19538	16463	14540	11912	10091	8769	7310	6304	5311	4890	4268	4214
560	WS	257976	79910	46598	33981	27068	22184	18119	15197	13014	11322	9514	8006	6907	6049	5117	4625	3849	3605	3560
561	Neutre	284276	85219	49452	36552	28370	23559	19114	15835	13345	11452	9912	8333	7280	5922	5228	4403	3954	3623	3673
561	SW	363703	107600	61775	44740	34522	28633	23421	19456	16481	14410	11753	9762	8691	7257	6225	5362	4942	4328	4307
561	WS	257536	80187	46752	34083	27326	22191	18244	15148	13017	11397	9430	8021	7032	5991	5199	4528	4031	3737	3616
