region	localGC	invar_L	invar_GC	segregating_sites_unanchor	pi_sum_unanchor	pi_unanchor	unanchor_L	unanchor_GC	segregating_sites_anchor	pi_sum_anchor	pi_anchor	anchor_L	anchor_GC	total_pi	cds_anchor	cds_anchor_num_winds	cds_total	cds_total_num_winds	class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
C_63	0.329297	139117	45804	4427	1350.07	0.00541726	249217	82069	51903	14363.6	0.00738754	1944307	640259	0.00673643	95959	3810	114831	5088	WS	2521	805	468	347	259	185	192	145	119	124	83	87	73	70	50	39	43	34	36
C_64	0.330384	124829	41244	4317	1288.19	0.00534046	241214	79693	52393	14721.8	0.00745212	1975524	652679	0.0068373	91966	3862	110391	5004	Neutre	2718	877	474	346	264	214	189	174	134	104	120	88	73	57	56	52	49	35	24
C_64	0.330384	124829	41244	4317	1288.19	0.00534046	241214	79693	52393	14721.8	0.00745212	1975524	652679	0.0068373	91966	3862	110391	5004	SW	3759	1130	630	450	341	265	265	218	179	160	121	107	88	82	83	59	50	37	36
C_64	0.330384	124829	41244	4317	1288.19	0.00534046	241214	79693	52393	14721.8	0.00745212	1975524	652679	0.0068373	91966	3862	110391	5004	WS	2526	790	460	319	245	204	160	147	124	118	78	90	87	54	52	49	46	35	40
C_65	0.331504	127973	42422	3918	1166.96	0.00528	221015	73270	51622	14370.1	0.00731374	1964809	651342	0.00671496	94421	3751	111414	4684	Neutre	2777	809	495	356	248	208	189	168	125	100	103	115	67	50	38	42	37	27	36
C_65	0.331504	127973	42422	3918	1166.96	0.00528	221015	73270	51622	14370.1	0.00731374	1964809	651342	0.00671496	94421	3751	111414	4684	SW	3870	1105	620	451	339	303	269	206	151	147	106	108	85	65	53	45	65	43	40
C_65	0.331504	127973	42422	3918	1166.96	0.00528	221015	73270	51622	14370.1	0.00731374	1964809	651342	0.00671496	94421	3751	111414	4684	WS	2469	806	431	363	269	225	190	161	153	106	115	87	68	52	40	37	26	24	32
C_66	0.332707	224105	74614	7471	2264.97	0.00597355	379167	126239	51372	14335.3	0.00736988	1945124	647015	0.00651401	89043	3611	204622	9853	Neutre	2841	813	526	341	292	213	187	148	136	111	116	73	65	59	59	51	40	25	40
C_66	0.332707	224105	74614	7471	2264.97	0.00597355	379167	126239	51372	14335.3	0.00736988	1945124	647015	0.00651401	89043	3611	204622	9853	SW	3645	1045	678	470	364	304	242	188	182	153	117	96	81	82	71	77	54	55	48
C_66	0.332707	224105	74614	7471	2264.97	0.00597355	379167	126239	51372	14335.3	0.00736988	1945124	647015	0.00651401	89043	3611	204622	9853	WS	2422	766	509	339	281	252	165	139	133	111	118	75	55	72	63	51	22	41	54
C_67	0.333658	167259	55784	5926	1790.03	0.00589587	303608	101270	52027	14492.8	0.00744363	1947011	649691	0.00673435	88887	3978	163872	8273	Neutre	2745	883	496	342	284	229	160	147	126	124	91	69	62	62	43	35	38	24	37
C_67	0.333658	167259	55784	5926	1790.03	0.00589587	303608	101270	52027	14492.8	0.00744363	1947011	649691	0.00673435	88887	3978	163872	8273	SW	3728	1161	686	479	362	288	235	203	140	148	147	104	82	81	55	46	38	56	51
C_67	0.333658	167259	55784	5926	1790.03	0.00589587	303608	101270	52027	14492.8	0.00744363	1947011	649691	0.00673435	88887	3978	163872	8273	WS	2559	808	477	335	283	190	168	134	101	106	91	79	60	55	51	38	42	39	36
C_68	0.334842	113033	37853	3965	1229.73	0.00516859	237924	79669	52199	14584.2	0.00739547	1972047	660318	0.00680753	98061	3818	114012	4750	Neutre	2888	818	487	356	263	228	186	132	149	108	108	80	83	69	59	53	40	35	25
C_68	0.334842	113033	37853	3965	1229.73	0.00516859	237924	79669	52199	14584.2	0.00739547	1972047	660318	0.00680753	98061	3818	114012	4750	SW	3784	1041	644	492	366	307	246	180	143	139	115	102	104	82	50	68	46	37	45
C_68	0.334842	113033	37853	3965	1229.73	0.00516859	237924	79669	52199	14584.2	0.00739547	1972047	660318	0.00680753	98061	3818	114012	4750	WS	2575	763	460	333	244	193	189	127	113	129	99	75	64	61	44	51	37	35	36
C_69	0.33604	135003	45369	4226	1323.78	0.00544577	243084	81689	52118	14587.7	0.0073617	1981564	665878	0.00674315	94632	3894	110517	5005	Neutre	2708	806	481	322	297	204	202	165	132	112	103	78	83	45	54	28	47	34	42
C_69	0.33604	135003	45369	4226	1323.78	0.00544577	243084	81689	52118	14587.7	0.0073617	1981564	665878	0.00674315	94632	3894	110517	5005	SW	3862	1092	611	483	398	287	245	224	206	170	115	105	97	69	54	47	59	48	53
C_69	0.33604	135003	45369	4226	1323.78	0.00544577	243084	81689	52118	14587.7	0.0073617	1981564	665878	0.00674315	94632	3894	110517	5005	WS	2496	742	435	386	263	227	186	143	128	103	94	71	60	50	44	37	45	45	45
C_70	0.337248	126928	42807	4270	1289.5	0.00578389	222947	75192	51892	14407	0.0072791	1979224	667484	0.0067393	82291	3872	99139	4968	Neutre	2830	820	447	382	262	223	163	157	130	103	86	94	70	72	55	40	47	31	31
C_70	0.337248	126928	42807	4270	1289.5	0.00578389	222947	75192	51892	14407	0.0072791	1979224	667484	0.0067393	82291	3872	99139	4968	SW	3822	1121	636	468	356	277	253	182	170	149	114	91	88	90	65	55	41	50	43
C_70	0.337248	126928	42807	4270	1289.5	0.00578389	222947	75192	51892	14407	0.0072791	1979224	667484	0.0067393	82291	3872	99139	4968	WS	2493	810	466	345	268	192	178	138	139	124	83	85	69	56	51	41	37	32	33
C_71	0.338435	125497	42470	4280	1268.73	0.00531921	238518	80721	50653	14118.9	0.00725406	1946346	658716	0.00666027	81870	3744	104063	4982	Neutre	2695	796	519	354	257	202	172	161	128	111	90	93	84	49	41	60	49	25	29
C_71	0.338435	125497	42470	4280	1268.73	0.00531921	238518	80721	50653	14118.9	0.00725406	1946346	658716	0.00666027	81870	3744	104063	4982	SW	3847	1163	683	479	384	303	226	195	174	157	138	144	93	68	53	62	65	33	41
C_71	0.338435	125497	42470	4280	1268.73	0.00531921	238518	80721	50653	14118.9	0.00725406	1946346	658716	0.00666027	81870	3744	104063	4982	WS	2529	732	465	337	251	196	153	143	113	118	93	82	75	73	52	37	36	28	30
C_72	0.339712	146374	49725	4541	1372.55	0.00520352	263774	89612	51693	14418.5	0.00712344	2024093	687604	0.00648705	93700	4010	114872	5258	Neutre	2816	855	450	353	245	261	182	157	128	100	97	81	62	70	54	35	39	37	38
C_72	0.339712	146374	49725	4541	1372.55	0.00520352	263774	89612	51693	14418.5	0.00712344	2024093	687604	0.00648705	93700	4010	114872	5258	SW	3753	1109	618	489	389	316	233	209	165	149	117	101	79	84	90	49	52	50	36
C_72	0.339712	146374	49725	4541	1372.55	0.00520352	263774	89612	51693	14418.5	0.00712344	2024093	687604	0.00648705	93700	4010	114872	5258	WS	2468	795	485	340	249	225	167	145	137	91	90	65	50	66	60	32	40	40	31
C_73	0.341023	127489	43477	4993	1523.16	0.00586103	259879	88623	51068	14214.1	0.00735223	1933305	659303	0.00678133	94223	3836	116775	5082	Neutre	2740	854	457	338	261	228	187	157	115	107	100	69	50	70	54	37	43	45	42
C_73	0.341023	127489	43477	4993	1523.16	0.00586103	259879	88623	51068	14214.1	0.00735223	1933305	659303	0.00678133	94223	3836	116775	5082	SW	3800	1174	652	471	341	321	258	195	155	157	111	117	75	81	54	52	51	48	30
C_73	0.341023	127489	43477	4993	1523.16	0.00586103	259879	88623	51068	14214.1	0.00735223	1933305	659303	0.00678133	94223	3836	116775	5082	WS	2516	881	445	334	234	238	155	135	118	117	97	80	50	53	53	41	35	32	40
C_74	0.342321	135721	46461	4264	1301.29	0.00532691	244286	83625	51091	14182.5	0.00723864	1959275	670700	0.00661904	84132	3868	109287	5193	Neutre	2754	829	485	321	283	245	156	150	143	105	97	70	64	55	48	41	41	33	39
C_74	0.342321	135721	46461	4264	1301.29	0.00532691	244286	83625	51091	14182.5	0.00723864	1959275	670700	0.00661904	84132	3868	109287	5193	SW	3909	1128	668	444	358	317	229	209	152	151	125	101	90	63	66	53	62	27	40
C_74	0.342321	135721	46461	4264	1301.29	0.00532691	244286	83625	51091	14182.5	0.00723864	1959275	670700	0.00661904	84132	3868	109287	5193	WS	2559	748	440	337	270	230	165	115	117	96	98	100	67	50	42	49	41	34	29
C_75	0.343678	142001	48803	4614	1418.65	0.00556444	254950	87619	51294	14368.5	0.00721088	1992618	684820	0.00660669	92485	3892	114864	5175	Neutre	2881	788	473	328	269	227	191	171	152	107	100	86	63	56	43	57	36	36	28
C_75	0.343678	142001	48803	4614	1418.65	0.00556444	254950	87619	51294	14368.5	0.00721088	1992618	684820	0.00660669	92485	3892	114864	5175	SW	3929	1073	649	499	382	320	253	211	166	143	133	102	97	71	65	59	52	45	35
C_75	0.343678	142001	48803	4614	1418.65	0.00556444	254950	87619	51294	14368.5	0.00721088	1992618	684820	0.00660669	92485	3892	114864	5175	WS	2409	711	427	286	279	200	191	134	122	103	98	75	70	62	41	47	32	41	28
C_76	0.345051	128584	44377	4197	1249.94	0.00532572	234699	80985	51279	14240.1	0.00723804	1967398	678842	0.00664614	86021	3960	102025	5137	Neutre	2684	882	483	373	270	208	181	122	125	126	79	82	73	58	56	34	43	37	38
C_76	0.345051	128584	44377	4197	1249.94	0.00532572	234699	80985	51279	14240.1	0.00723804	1967398	678842	0.00664614	86021	3960	102025	5137	SW	3960	1074	719	476	367	288	265	194	165	145	120	121	70	87	62	58	60	32	39
C_76	0.345051	128584	44377	4197	1249.94	0.00532572	234699	80985	51279	14240.1	0.00723804	1967398	678842	0.00664614	86021	3960	102025	5137	WS	2478	734	457	291	265	208	171	135	99	104	115	98	70	59	47	60	36	26	37
C_77	0.346472	132825	46017	4475	1368.37	0.0056657	241518	83675	51823	14371.2	0.00714219	2012160	697165	0.00659524	89892	3952	122528	5162	Neutre	2715	810	513	304	265	206	182	144	107	114	87	83	65	53	48	45	59	47	18
C_77	0.346472	132825	46017	4475	1368.37	0.0056657	241518	83675	51823	14371.2	0.00714219	2012160	697165	0.00659524	89892	3952	122528	5162	SW	3870	1146	676	459	355	293	249	181	210	157	109	118	86	98	88	58	48	45	45
C_77	0.346472	132825	46017	4475	1368.37	0.0056657	241518	83675	51823	14371.2	0.00714219	2012160	697165	0.00659524	89892	3952	122528	5162	WS	2558	790	457	330	254	188	192	144	112	103	72	84	52	47	60	41	37	38	29
C_78	0.347955	146136	50844	4426	1312.76	0.00527672	248783	86563	51211	14303.1	0.00715667	1998568	695418	0.00652431	92252	3982	114008	5302	Neutre	2727	803	460	378	282	213	185	148	131	136	82	89	70	51	50	47	42	49	43
C_78	0.347955	146136	50844	4426	1312.76	0.00527672	248783	86563	51211	14303.1	0.00715667	1998568	695418	0.00652431	92252	3982	114008	5302	SW	3773	1191	693	517	387	294	244	200	195	141	113	103	97	62	67	54	61	43	44
C_78	0.347955	146136	50844	4426	1312.76	0.00527672	248783	86563	51211	14303.1	0.00715667	1998568	695418	0.00652431	92252	3982	114008	5302	WS	2394	761	452	307	272	227	167	142	128	106	85	88	73	53	50	46	54	30	35
C_79	0.349488	139785	48850	4758	1430.99	0.00540049	264975	92609	50525	13950	0.00711719	1960044	685012	0.00650413	78295	3892	106368	5296	Neutre	2708	812	478	343	264	205	178	154	133	132	89	78	61	61	53	31	46	27	28
C_79	0.349488	139785	48850	4758	1430.99	0.00540049	264975	92609	50525	13950	0.00711719	1960044	685012	0.00650413	78295	3892	106368	5296	SW	4002	1121	685	496	370	292	238	192	171	147	132	104	87	94	82	43	55	47	45
C_79	0.349488	139785	48850	4758	1430.99	0.00540049	264975	92609	50525	13950	0.00711719	1960044	685012	0.00650413	78295	3892	106368	5296	WS	2504	752	423	343	273	225	133	140	95	110	85	67	57	56	53	54	30	32	34
C_80	0.351072	149532	52494	4432	1351.94	0.00534561	252907	88792	51072	14284	0.0073148	1952751	685555	0.00663893	77165	3966	99546	5286	Neutre	2738	818	433	390	293	214	186	154	143	110	92	91	63	60	52	42	49	47	36
C_80	0.351072	149532	52494	4432	1351.94	0.00534561	252907	88792	51072	14284	0.0073148	1952751	685555	0.00663893	77165	3966	99546	5286	SW	3856	1154	617	490	412	328	246	216	181	152	126	103	81	62	74	58	60	44	46
C_80	0.351072	149532	52494	4432	1351.94	0.00534561	252907	88792	51072	14284	0.0073148	1952751	685555	0.00663893	77165	3966	99546	5286	WS	2488	720	408	354	252	213	161	147	122	111	91	67	61	56	52	33	27	28	35
C_81	0.352709	140392	49512	4799	1472.3	0.00557272	264198	93188	50836	14142.1	0.00708007	1997458	704523	0.00650045	82231	3943	112977	5375	Neutre	2766	785	470	320	297	203	208	152	106	95	83	73	73	36	43	41	42	39	48
C_81	0.352709	140392	49512	4799	1472.3	0.00557272	264198	93188	50836	14142.1	0.00708007	1997458	704523	0.00650045	82231	3943	112977	5375	SW	3932	1141	684	498	375	313	263	233	184	169	132	95	94	72	71	69	69	36	41
C_81	0.352709	140392	49512	4799	1472.3	0.00557272	264198	93188	50836	14142.1	0.00708007	1997458	704523	0.00650045	82231	3943	112977	5375	WS	2521	715	416	278	256	213	189	133	125	110	86	77	59	62	48	51	32	23	26
C_82	0.354391	145988	51747	4964	1502.71	0.00523992	286781	101621	50698	13998.4	0.00709452	1973124	699260	0.00644298	81927	3907	104983	5316	Neutre	2701	835	486	346	243	196	171	146	123	108	101	87	68	60	52	38	43	47	30
C_82	0.354391	145988	51747	4964	1502.71	0.00523992	286781	101621	50698	13998.4	0.00709452	1973124	699260	0.00644298	81927	3907	104983	5316	SW	3972	1244	694	524	329	300	245	186	152	152	121	102	99	72	67	50	51	47	40
C_82	0.354391	145988	51747	4964	1502.71	0.00523992	286781	101621	50698	13998.4	0.00709452	1973124	699260	0.00644298	81927	3907	104983	5316	WS	2468	763	430	313	254	198	194	108	114	93	88	74	72	61	47	42	47	26	28
C_83	0.356143	135480	48244	4249	1302.93	0.00522953	249148	88726	50709	14189.3	0.00720163	1970289	701718	0.00657867	79460	3922	103964	5107	Neutre	2699	801	456	318	260	256	174	125	134	105	118	60	89	68	68	35	34	25	39
C_83	0.356143	135480	48244	4249	1302.93	0.00522953	249148	88726	50709	14189.3	0.00720163	1970289	701718	0.00657867	79460	3922	103964	5107	SW	3936	1181	601	475	382	349	224	184	176	136	132	106	94	79	63	59	70	51	55
C_83	0.356143	135480	48244	4249	1302.93	0.00522953	249148	88726	50709	14189.3	0.00720163	1970289	701718	0.00657867	79460	3922	103964	5107	WS	2447	782	431	301	260	244	190	151	124	93	94	88	66	59	59	41	47	44	29
C_84	0.357979	138437	49549	4410	1308.17	0.00513348	254831	91226	51066	14245.2	0.00723528	1968846	704812	0.00658451	92203	4081	129936	5563	Neutre	2700	774	441	339	268	224	195	163	146	104	107	72	76	67	39	40	24	35	26
C_84	0.357979	138437	49549	4410	1308.17	0.00513348	254831	91226	51066	14245.2	0.00723528	1968846	704812	0.00658451	92203	4081	129936	5563	SW	4008	1077	671	498	407	308	241	215	171	170	151	134	102	75	75	65	38	42	39
C_84	0.357979	138437	49549	4410	1308.17	0.00513348	254831	91226	51066	14245.2	0.00723528	1968846	704812	0.00658451	92203	4081	129936	5563	WS	2426	721	446	345	272	178	187	139	124	107	89	72	56	51	38	41	33	35	37
C_85	0.359906	150707	54233	4874	1465.97	0.00540531	271210	97615	50971	14125.6	0.00719057	1964464	707026	0.00653356	92540	4034	113010	5501	Neutre	2708	821	482	349	253	205	174	147	115	113	89	90	60	52	58	41	43	36	35
C_85	0.359906	150707	54233	4874	1465.97	0.00540531	271210	97615	50971	14125.6	0.00719057	1964464	707026	0.00653356	92540	4034	113010	5501	SW	3956	1201	665	482	357	325	273	211	191	171	148	103	92	59	63	58	70	40	48
C_85	0.359906	150707	54233	4874	1465.97	0.00540531	271210	97615	50971	14125.6	0.00719057	1964464	707026	0.00653356	92540	4034	113010	5501	WS	2434	797	415	322	233	188	159	133	118	96	84	72	61	50	61	44	36	43	37
C_86	0.361997	151014	54666	4824	1481.78	0.00533896	277541	100471	50153	13930.4	0.00698869	1993275	721557	0.00636386	84587	4017	117787	5423	Neutre	2698	830	465	326	264	230	181	127	142	102	83	84	68	53	51	40	27	26	25
C_86	0.361997	151014	54666	4824	1481.78	0.00533896	277541	100471	50153	13930.4	0.00698869	1993275	721557	0.00636386	84587	4017	117787	5423	SW	4008	1243	698	451	352	312	235	201	181	145	119	95	105	78	53	59	66	51	46
C_86	0.361997	151014	54666	4824	1481.78	0.00533896	277541	100471	50153	13930.4	0.00698869	1993275	721557	0.00636386	84587	4017	117787	5423	WS	2402	755	449	312	218	183	154	170	136	121	90	86	68	39	63	43	42	34	36
C_87	0.364194	158305	57654	4381	1323.07	0.00506081	261434	95204	50406	14018.2	0.00701594	1998051	727686	0.00634516	82421	4092	116034	5734	Neutre	2669	857	425	349	268	220	177	130	126	98	105	70	69	63	37	34	35	36	35
C_87	0.364194	158305	57654	4381	1323.07	0.00506081	261434	95204	50406	14018.2	0.00701594	1998051	727686	0.00634516	82421	4092	116034	5734	SW	4002	1213	684	509	374	314	263	235	171	132	144	122	86	91	62	59	49	48	38
C_87	0.364194	158305	57654	4381	1323.07	0.00506081	261434	95204	50406	14018.2	0.00701594	1998051	727686	0.00634516	82421	4092	116034	5734	WS	2360	758	439	310	255	220	168	133	114	71	84	84	73	49	40	41	37	36	39
C_88	0.366556	163889	60069	4752	1435.88	0.00541892	264975	97127	50960	14126.1	0.00706307	2000001	733120	0.0064071	97682	4089	125031	5590	Neutre	2777	834	465	324	260	196	171	137	105	106	95	79	74	72	42	35	45	31	31
C_88	0.366556	163889	60069	4752	1435.88	0.00541892	264975	97127	50960	14126.1	0.00706307	2000001	733120	0.0064071	97682	4089	125031	5590	SW	4012	1228	647	462	405	291	270	219	185	158	134	99	95	84	74	49	42	50	45
C_88	0.366556	163889	60069	4752	1435.88	0.00541892	264975	97127	50960	14126.1	0.00706307	2000001	733120	0.0064071	97682	4089	125031	5590	WS	2393	730	429	296	286	195	166	150	122	128	81	85	77	47	49	49	25	30	32
C_89	0.369083	157459	58108	5418	1620	0.00545931	296741	109526	50694	14048.2	0.00692986	2027196	748206	0.00631427	94071	4203	114656	5838	Neutre	2625	735	441	328	259	215	203	122	146	101	95	65	74	62	56	41	45	39	34
C_89	0.369083	157459	58108	5418	1620	0.00545931	296741	109526	50694	14048.2	0.00692986	2027196	748206	0.00631427	94071	4203	114656	5838	SW	4169	1203	683	499	350	333	277	222	202	154	134	100	90	80	63	57	56	41	38
C_89	0.369083	157459	58108	5418	1620	0.00545931	296741	109526	50694	14048.2	0.00692986	2027196	748206	0.00631427	94071	4203	114656	5838	WS	2364	769	431	330	247	221	185	145	117	91	79	54	55	42	43	33	34	44	30
C_90	0.371775	165447	61515	5035	1511.77	0.0049811	303501	112843	50622	14056.5	0.00700496	2006648	746006	0.0062887	91816	4108	133631	5680	Neutre	2589	802	479	332	261	223	160	169	131	96	92	72	62	65	49	43	30	29	29
C_90	0.371775	165447	61515	5035	1511.77	0.0049811	303501	112843	50622	14056.5	0.00700496	2006648	746006	0.0062887	91816	4108	133631	5680	SW	4010	1227	710	503	353	322	270	198	193	134	136	92	92	104	70	73	66	51	59
C_90	0.371775	165447	61515	5035	1511.77	0.0049811	303501	112843	50622	14056.5	0.00700496	2006648	746006	0.0062887	91816	4108	133631	5680	WS	2390	718	456	316	278	215	156	128	99	107	80	63	65	66	48	58	32	40	39
C_91	0.374726	173057	64847	5440	1642.93	0.00537039	305923	114662	49686	13788.2	0.00690082	1998057	748701	0.00622967	101348	4204	134484	6213	Neutre	2608	795	498	317	260	210	178	162	140	88	69	84	81	51	42	40	20	28	22
C_91	0.374726	173057	64847	5440	1642.93	0.00537039	305923	114662	49686	13788.2	0.00690082	1998057	748701	0.00622967	101348	4204	134484	6213	SW	4072	1203	729	530	409	308	215	205	208	151	123	139	113	63	69	48	44	43	49
C_91	0.374726	173057	64847	5440	1642.93	0.00537039	305923	114662	49686	13788.2	0.00690082	1998057	748701	0.00622967	101348	4204	134484	6213	WS	2387	770	440	332	224	186	174	129	140	84	83	73	70	50	41	60	32	34	30
C_92	0.377995	175220	66231	5018	1526.83	0.00504693	302526	114347	50748	14038.2	0.00691775	2029301	767074	0.00620851	102420	4307	133728	5988	Neutre	2679	788	429	297	298	204	178	158	118	111	104	80	59	48	52	42	39	40	32
C_92	0.377995	175220	66231	5018	1526.83	0.00504693	302526	114347	50748	14038.2	0.00691775	2029301	767074	0.00620851	102420	4307	133728	5988	SW	4207	1219	697	486	370	316	276	210	174	151	120	113	102	80	60	62	56	69	45
C_92	0.377995	175220	66231	5018	1526.83	0.00504693	302526	114347	50748	14038.2	0.00691775	2029301	767074	0.00620851	102420	4307	133728	5988	WS	2330	730	379	330	228	216	172	139	118	94	86	63	55	45	41	32	34	37	28
C_93	0.381652	197003	75189	5869	1792.95	0.0050862	352512	134552	50279	13891	0.00687713	2019889	770877	0.00610412	84865	4297	118411	6301	Neutre	2689	842	408	345	270	191	159	142	120	104	99	85	73	51	36	49	35	29	36
C_93	0.381652	197003	75189	5869	1792.95	0.0050862	352512	134552	50279	13891	0.00687713	2019889	770877	0.00610412	84865	4297	118411	6301	SW	4194	1202	706	507	413	266	253	209	196	170	139	108	86	64	78	68	40	53	36
C_93	0.381652	197003	75189	5869	1792.95	0.0050862	352512	134552	50279	13891	0.00687713	2019889	770877	0.00610412	84865	4297	118411	6301	WS	2360	766	412	292	238	179	138	134	117	96	86	81	55	45	48	42	30	36	24
C_94	0.385923	193108	74499	5974	1820.66	0.00517225	352006	135832	50529	14024.8	0.00678282	2067692	798010	0.00606454	101373	4394	141981	6489	Neutre	2605	765	435	347	253	216	158	118	109	124	100	69	81	48	49	37	37	42	26
C_94	0.385923	193108	74499	5974	1820.66	0.00517225	352006	135832	50529	14024.8	0.00678282	2067692	798010	0.00606454	101373	4394	141981	6489	SW	4352	1227	748	508	396	309	254	228	193	168	147	91	83	83	78	48	55	50	54
C_94	0.385923	193108	74499	5974	1820.66	0.00517225	352006	135832	50529	14024.8	0.00678282	2067692	798010	0.00606454	101373	4394	141981	6489	WS	2307	732	375	302	254	178	140	122	108	123	84	66	53	44	44	39	36	41	37
C_95	0.39089	205394	80292	5755	1768.69	0.00507942	348208	136109	51251	14243.8	0.00686543	2074719	810984	0.00609229	117512	4565	146822	6741	Neutre	2560	759	414	340	275	202	180	131	98	109	97	89	83	78	51	38	44	41	32
C_95	0.39089	205394	80292	5755	1768.69	0.00507942	348208	136109	51251	14243.8	0.00686543	2074719	810984	0.00609229	117512	4565	146822	6741	SW	4354	1233	703	485	400	302	277	217	178	178	144	117	99	101	74	67	50	49	62
C_95	0.39089	205394	80292	5755	1768.69	0.00507942	348208	136109	51251	14243.8	0.00686543	2074719	810984	0.00609229	117512	4565	146822	6741	WS	2270	684	414	288	215	194	135	151	104	111	87	78	70	44	38	36	38	32	40
C_96	0.396892	212436	84360	6433	1942.23	0.00503752	385553	153041	50375	14062.2	0.00684087	2055620	815795	0.00603119	104419	4612	160928	7584	Neutre	2502	862	457	321	249	223	158	151	103	104	95	89	65	53	49	48	39	29	36
C_96	0.396892	212436	84360	6433	1942.23	0.00503752	385553	153041	50375	14062.2	0.00684087	2055620	815795	0.00603119	104419	4612	160928	7584	SW	4237	1307	695	525	420	343	253	266	187	128	142	103	100	71	68	68	57	40	50
C_96	0.396892	212436	84360	6433	1942.23	0.00503752	385553	153041	50375	14062.2	0.00684087	2055620	815795	0.00603119	104419	4612	160928	7584	WS	2267	704	418	291	244	195	149	139	122	78	78	62	74	48	44	37	30	29	26
C_97	0.4042	257980	104160	7665	2307.91	0.00512806	450055	181819	49944	13868	0.00669929	2070069	836932	0.00582264	112680	4530	190675	8396	Neutre	2544	785	433	308	244	235	169	135	146	101	92	51	73	50	46	48	31	38	31
C_97	0.4042	257980	104160	7665	2307.91	0.00512806	450055	181819	49944	13868	0.00669929	2070069	836932	0.00582264	112680	4530	190675	8396	SW	4354	1288	781	473	422	373	254	196	207	189	134	113	85	88	67	63	49	47	47
C_97	0.4042	257980	104160	7665	2307.91	0.00512806	450055	181819	49944	13868	0.00669929	2070069	836932	0.00582264	112680	4530	190675	8396	WS	2248	664	409	294	240	189	129	113	116	114	62	70	58	57	49	36	41	33	37
C_98	0.414418	259489	107546	7716	2333.76	0.00500108	466652	193355	49590	13754.7	0.00663594	2072759	859013	0.00574814	123019	4824	179059	8006	Neutre	2490	727	420	291	273	200	140	147	101	101	100	86	49	44	43	33	32	33	37
C_98	0.414418	259489	107546	7716	2333.76	0.00500108	466652	193355	49590	13754.7	0.00663594	2072759	859013	0.00574814	123019	4824	179059	8006	SW	4440	1344	747	543	427	360	302	251	201	165	136	130	107	75	84	66	50	55	45
C_98	0.414418	259489	107546	7716	2333.76	0.00500108	466652	193355	49590	13754.7	0.00663594	2072759	859013	0.00574814	123019	4824	179059	8006	WS	2192	659	372	279	231	189	166	93	94	91	86	68	44	58	44	44	25	37	35
C_99	0.431052	302974	130601	8602	2627.13	0.00492607	533312	230109	50255	13919.8	0.00640049	2174802	937224	0.00549533	143193	5242	230835	9587	Neutre	2538	737	440	286	243	188	136	131	121	87	80	63	61	55	39	31	33	21	37
C_99	0.431052	302974	130601	8602	2627.13	0.00492607	533312	230109	50255	13919.8	0.00640049	2174802	937224	0.00549533	143193	5242	230835	9587	SW	4590	1307	772	507	429	359	255	248	203	171	149	119	90	83	61	45	62	56	69
C_99	0.431052	302974	130601	8602	2627.13	0.00492607	533312	230109	50255	13919.8	0.00640049	2174802	937224	0.00549533	143193	5242	230835	9587	WS	2197	690	399	251	219	166	149	116	111	96	83	58	62	55	36	32	35	31	43
C_100	0.490683	677669	346168	13134	3961.77	0.00454985	870748	432681	50719	14113.2	0.00604867	2333276	1125832	0.00465647	180326	6303	383744	19647	Neutre	2349	692	411	293	238	183	165	132	102	99	79	62	47	42	52	41	27	29	30
C_100	0.490683	677669	346168	13134	3961.77	0.00454985	870748	432681	50719	14113.2	0.00604867	2333276	1125832	0.00465647	180326	6303	383744	19647	SW	4823	1471	858	579	409	349	295	265	228	215	154	133	107	99	69	68	40	38	43
C_100	0.490683	677669	346168	13134	3961.77	0.00454985	870748	432681	50719	14113.2	0.00604867	2333276	1125832	0.00465647	180326	6303	383744	19647	WS	1941	623	355	241	215	192	127	108	130	88	78	56	51	51	30	39	31	32	32
